state,district,pincode,bio_age_5_17,bio_age_17_
Tamil Nadu,Thoothukkudi,627713,417,289
Tamil Nadu,Thoothukkudi,627951,24,23
Tamil Nadu,Thoothukkudi,628001,3690,1663
Tamil Nadu,Thoothukkudi,628002,8091,4238
Tamil Nadu,Thoothukkudi,628003,1794,1131
Tamil Nadu,Thoothukkudi,628004,107,74
Tamil Nadu,Thoothukkudi,628005,1484,948
Tamil Nadu,Thoothukkudi,628006,231,144
Tamil Nadu,Thoothukkudi,628007,10,5
Tamil Nadu,Thoothukkudi,628008,4159,2474
Tamil Nadu,Thoothukkudi,628101,593,392
Tamil Nadu,Thoothukkudi,628102,446,498
Tamil Nadu,Thoothukkudi,628103,1077,1235
Tamil Nadu,Thoothukkudi,628104,347,280
Tamil Nadu,Thoothukkudi,628105,727,340
Tamil Nadu,Thoothukkudi,628151,1415,973
Tamil Nadu,Thoothukkudi,628152,511,267
Tamil Nadu,Thoothukkudi,628201,155,173
Tamil Nadu,Thoothukkudi,628202,805,1202
Tamil Nadu,Thoothukkudi,628203,1117,1954
Tamil Nadu,Thoothukkudi,628204,1893,1054
Tamil Nadu,Thoothukkudi,628205,210,435
Tamil Nadu,Thoothukkudi,628206,555,1146
Tamil Nadu,Thoothukkudi,628207,685,445
Tamil Nadu,Thoothukkudi,628208,124,207
Tamil Nadu,Thoothukkudi,628209,135,101
Tamil Nadu,Thoothukkudi,628210,442,916
Tamil Nadu,Thoothukkudi,628211,88,57
Tamil Nadu,Thoothukkudi,628212,21,15
Tamil Nadu,Thoothukkudi,628213,360,506
Tamil Nadu,Thoothukkudi,628215,932,1509
Tamil Nadu,Thoothukkudi,628216,305,326
Tamil Nadu,Thoothukkudi,628217,106,76
Tamil Nadu,Thoothukkudi,628218,70,121
Tamil Nadu,Thoothukkudi,628219,141,135
Tamil Nadu,Thoothukkudi,628228,1,2
Tamil Nadu,Thoothukkudi,628229,1,0
Tamil Nadu,Thoothukkudi,628251,753,567
Tamil Nadu,Thoothukkudi,628252,861,756
Tamil Nadu,Thoothukkudi,628301,169,90
Tamil Nadu,Thoothukkudi,628302,198,144
Tamil Nadu,Thoothukkudi,628303,403,428
Tamil Nadu,Thoothukkudi,628304,135,97
Tamil Nadu,Thoothukkudi,628401,843,574
Tamil Nadu,Thoothukkudi,628402,504,318
Tamil Nadu,Thoothukkudi,628501,2826,3090
Tamil Nadu,Thoothukkudi,628502,3954,4166
Tamil Nadu,Thoothukkudi,628503,226,269
Tamil Nadu,Thoothukkudi,628552,1224,938
Tamil Nadu,Thoothukkudi,628601,572,658
Tamil Nadu,Thoothukkudi,628612,747,1319
Tamil Nadu,Thoothukkudi,628613,589,1290
Tamil Nadu,Thoothukkudi,628614,91,105
Tamil Nadu,Thoothukkudi,628615,223,284
Tamil Nadu,Thoothukkudi,628616,254,458
Tamil Nadu,Thoothukkudi,628617,1000,1489
Tamil Nadu,Thoothukkudi,628618,55,45
Tamil Nadu,Thoothukkudi,628619,613,835
Tamil Nadu,Thoothukkudi,628620,430,572
Tamil Nadu,Thoothukkudi,628621,326,423
Tamil Nadu,Thoothukkudi,628622,518,860
Tamil Nadu,Thoothukkudi,628623,280,462
Tamil Nadu,Thoothukkudi,628653,466,760
Tamil Nadu,Thoothukkudi,628656,369,421
Tamil Nadu,Thoothukkudi,628701,180,283
Tamil Nadu,Thoothukkudi,628702,319,415
Tamil Nadu,Thoothukkudi,628703,521,1127
Tamil Nadu,Thoothukkudi,628704,965,1907
Tamil Nadu,Thoothukkudi,628712,647,1161
Tamil Nadu,Thoothukkudi,628714,1303,1153
Tamil Nadu,Thoothukkudi,628716,563,623
Tamil Nadu,Thoothukkudi,628718,610,539
Tamil Nadu,Thoothukkudi,628720,748,796
Tamil Nadu,Thoothukkudi,628721,726,518
Tamil Nadu,Thoothukkudi,628722,464,364
Tamil Nadu,Thoothukkudi,628751,285,251
Tamil Nadu,Thoothukkudi,628752,177,176
Tamil Nadu,Thoothukkudi,628753,194,176
Tamil Nadu,Thoothukkudi,628801,768,617
Tamil Nadu,Thoothukkudi,628802,568,412
Tamil Nadu,Thoothukkudi,628809,613,639
Tamil Nadu,Thoothukkudi,628851,584,567
Tamil Nadu,Thoothukkudi,628901,433,827
Tamil Nadu,Thoothukkudi,628902,1385,2904
Tamil Nadu,Thoothukkudi,628903,845,735
Tamil Nadu,Thoothukkudi,628904,967,1012
Tamil Nadu,Thoothukkudi,628905,956,1008
Tamil Nadu,Thoothukkudi,628906,259,261
Tamil Nadu,Thoothukkudi,628907,1719,1869
Tamil Nadu,Thoothukkudi,628908,316,682
Tamil Nadu,Thoothukkudi,628952,1149,858
Tamil Nadu,Tiruchirappalli,613102,22,21
Tamil Nadu,Tiruchirappalli,620001,3148,4704
Tamil Nadu,Tiruchirappalli,620002,1408,2000
Tamil Nadu,Tiruchirappalli,620003,1559,2827
Tamil Nadu,Tiruchirappalli,620004,936,1626
Tamil Nadu,Tiruchirappalli,620005,982,1964
Tamil Nadu,Tiruchirappalli,620006,1080,2152
Tamil Nadu,Tiruchirappalli,620007,1072,1820
Tamil Nadu,Tiruchirappalli,620008,2946,3870
Tamil Nadu,Tiruchirappalli,620009,1149,2142
Tamil Nadu,Tiruchirappalli,620010,1066,2159
Tamil Nadu,Tiruchirappalli,620011,712,1314
Tamil Nadu,Tiruchirappalli,620012,1460,3440
Tamil Nadu,Tiruchirappalli,620013,1423,2385
Tamil Nadu,Tiruchirappalli,620014,419,690
Tamil Nadu,Tiruchirappalli,620015,749,1590
Tamil Nadu,Tiruchirappalli,620016,347,491
Tamil Nadu,Tiruchirappalli,620017,1925,3318
Tamil Nadu,Tiruchirappalli,620018,261,525
Tamil Nadu,Tiruchirappalli,620019,1070,1879
Tamil Nadu,Tiruchirappalli,620020,784,1266
Tamil Nadu,Tiruchirappalli,620021,887,1602
Tamil Nadu,Tiruchirappalli,620022,367,700
Tamil Nadu,Tiruchirappalli,620023,266,430
Tamil Nadu,Tiruchirappalli,620024,0,1
Tamil Nadu,Tiruchirappalli,620025,440,1052
Tamil Nadu,Tiruchirappalli,620026,321,819
Tamil Nadu,Tiruchirappalli,620101,602,1088
Tamil Nadu,Tiruchirappalli,620102,2009,4327
Tamil Nadu,Tiruchirappalli,621001,560,873
Tamil Nadu,Tiruchirappalli,621002,1057,1305
Tamil Nadu,Tiruchirappalli,621003,780,1220
Tamil Nadu,Tiruchirappalli,621004,266,451
Tamil Nadu,Tiruchirappalli,621005,2096,3262
Tamil Nadu,Tiruchirappalli,621006,695,955
Tamil Nadu,Tiruchirappalli,621007,216,430
Tamil Nadu,Tiruchirappalli,621008,513,961
Tamil Nadu,Tiruchirappalli,621009,654,850
Tamil Nadu,Tiruchirappalli,621010,809,1305
Tamil Nadu,Tiruchirappalli,621011,610,862
Tamil Nadu,Tiruchirappalli,621012,680,1110
Tamil Nadu,Tiruchirappalli,621014,430,531
Tamil Nadu,Tiruchirappalli,621016,2,18
Tamil Nadu,Tiruchirappalli,621018,0,3
Tamil Nadu,Tiruchirappalli,621104,265,397
Tamil Nadu,Tiruchirappalli,621105,766,1180
Tamil Nadu,Tiruchirappalli,621106,15,13
Tamil Nadu,Tiruchirappalli,621109,335,379
Tamil Nadu,Tiruchirappalli,621111,250,290
Tamil Nadu,Tiruchirappalli,621112,1044,1522
Tamil Nadu,Tiruchirappalli,621202,585,886
Tamil Nadu,Tiruchirappalli,621203,675,654
Tamil Nadu,Tiruchirappalli,621204,327,562
Tamil Nadu,Tiruchirappalli,621205,427,726
Tamil Nadu,Tiruchirappalli,621206,506,1016
Tamil Nadu,Tiruchirappalli,621207,837,1315
Tamil Nadu,Tiruchirappalli,621208,678,735
Tamil Nadu,Tiruchirappalli,621209,689,598
Tamil Nadu,Tiruchirappalli,621210,523,775
Tamil Nadu,Tiruchirappalli,621211,1392,2038
Tamil Nadu,Tiruchirappalli,621213,609,971
Tamil Nadu,Tiruchirappalli,621214,762,1102
Tamil Nadu,Tiruchirappalli,621215,1161,1082
Tamil Nadu,Tiruchirappalli,621216,1039,1573
Tamil Nadu,Tiruchirappalli,621217,585,638
Tamil Nadu,Tiruchirappalli,621218,661,980
Tamil Nadu,Tiruchirappalli,621302,1076,1725
Tamil Nadu,Tiruchirappalli,621303,10,74
Tamil Nadu,Tiruchirappalli,621304,4,2
Tamil Nadu,Tiruchirappalli,621305,600,1250
Tamil Nadu,Tiruchirappalli,621306,2497,4602
Tamil Nadu,Tiruchirappalli,621307,1619,2483
Tamil Nadu,Tiruchirappalli,621308,991,2061
Tamil Nadu,Tiruchirappalli,621310,865,2280
Tamil Nadu,Tiruchirappalli,621311,63,107
Tamil Nadu,Tiruchirappalli,621312,484,778
Tamil Nadu,Tiruchirappalli,621313,13,57
Tamil Nadu,Tiruchirappalli,621314,1469,4850
Tamil Nadu,Tiruchirappalli,621315,1163,2352
Tamil Nadu,Tiruchirappalli,621601,823,1376
Tamil Nadu,Tiruchirappalli,621651,554,817
Tamil Nadu,Tiruchirappalli,621652,463,632
Tamil Nadu,Tiruchirappalli,621653,304,934
Tamil Nadu,Tiruchirappalli,621702,528,998
Tamil Nadu,Tiruchirappalli,621703,628,1056
Tamil Nadu,Tiruchirappalli,621706,404,601
Tamil Nadu,Tiruchirappalli,621711,786,1800
Tamil Nadu,Tiruchirappalli,621712,856,1456
Tamil Nadu,Tiruchirappalli,621722,143,230
Tamil Nadu,Tiruchirappalli,621803,3,0
Tamil Nadu,Tiruchirappalli,622002,4,66
Tamil Nadu,Tiruchirappalli,622102,164,224
Tamil Nadu,Tiruchirappalli,622104,2,19
Tamil Nadu,Tiruchirappalli,622515,16,23
Tamil Nadu,Tiruchirappalli,637020,2,4
Tamil Nadu,Tiruchirappalli,639101,327,690
Tamil Nadu,Tiruchirappalli,639103,817,1519
Tamil Nadu,Tiruchirappalli,639112,345,573
Tamil Nadu,Tiruchirappalli,639115,321,908
Tamil Nadu,Tirunelveli,626111,61,178
Tamil Nadu,Tirunelveli,626139,11,14
Tamil Nadu,Tirunelveli,626140,44,25
Tamil Nadu,Tirunelveli,627001,697,968
Tamil Nadu,Tirunelveli,627002,2102,2854
Tamil Nadu,Tirunelveli,627003,237,391
Tamil Nadu,Tirunelveli,627004,1070,1012
Tamil Nadu,Tirunelveli,627005,3187,5636
Tamil Nadu,Tirunelveli,627006,1745,2062
Tamil Nadu,Tirunelveli,627007,1233,2465
Tamil Nadu,Tirunelveli,627008,430,428
Tamil Nadu,Tirunelveli,627009,94,55
Tamil Nadu,Tirunelveli,627010,859,937
Tamil Nadu,Tirunelveli,627011,2195,2790
Tamil Nadu,Tirunelveli,627012,114,146
Tamil Nadu,Tirunelveli,627101,386,654
Tamil Nadu,Tirunelveli,627102,415,792
Tamil Nadu,Tirunelveli,627103,1094,1312
Tamil Nadu,Tirunelveli,627104,529,244
Tamil Nadu,Tirunelveli,627105,259,601
Tamil Nadu,Tirunelveli,627106,462,351
Tamil Nadu,Tirunelveli,627107,443,712
Tamil Nadu,Tirunelveli,627108,1292,2324
Tamil Nadu,Tirunelveli,627109,873,1119
Tamil Nadu,Tirunelveli,627110,383,457
Tamil Nadu,Tirunelveli,627111,600,523
Tamil Nadu,Tirunelveli,627112,414,539
Tamil Nadu,Tirunelveli,627113,238,286
Tamil Nadu,Tirunelveli,627114,520,666
Tamil Nadu,Tirunelveli,627115,447,586
Tamil Nadu,Tirunelveli,627116,530,779
Tamil Nadu,Tirunelveli,627117,1161,1537
Tamil Nadu,Tirunelveli,627118,236,373
Tamil Nadu,Tirunelveli,627119,3,2
Tamil Nadu,Tirunelveli,627120,525,293
Tamil Nadu,Tirunelveli,627127,160,158
Tamil Nadu,Tirunelveli,627130,78,37
Tamil Nadu,Tirunelveli,627131,5,1
Tamil Nadu,Tirunelveli,627133,269,257
Tamil Nadu,Tirunelveli,627151,317,620
Tamil Nadu,Tirunelveli,627152,667,1034
Tamil Nadu,Tirunelveli,627201,1889,1797
Tamil Nadu,Tirunelveli,627202,487,558
Tamil Nadu,Tirunelveli,627351,970,1354
Tamil Nadu,Tirunelveli,627352,964,694
Tamil Nadu,Tirunelveli,627353,635,627
Tamil Nadu,Tirunelveli,627354,422,711
Tamil Nadu,Tirunelveli,627355,319,729
Tamil Nadu,Tirunelveli,627356,636,939
Tamil Nadu,Tirunelveli,627357,2073,1883
Tamil Nadu,Tirunelveli,627358,1385,1193
Tamil Nadu,Tirunelveli,627359,575,495
Tamil Nadu,Tirunelveli,627401,1294,1048
Tamil Nadu,Tirunelveli,627412,634,411
Tamil Nadu,Tirunelveli,627413,722,843
Tamil Nadu,Tirunelveli,627414,697,746
Tamil Nadu,Tirunelveli,627415,1221,1234
Tamil Nadu,Tirunelveli,627416,1651,2016
Tamil Nadu,Tirunelveli,627417,309,303
Tamil Nadu,Tirunelveli,627418,516,378
Tamil Nadu,Tirunelveli,627420,9,6
Tamil Nadu,Tirunelveli,627421,182,150
Tamil Nadu,Tirunelveli,627422,9,5
Tamil Nadu,Tirunelveli,627423,1016,1060
Tamil Nadu,Tirunelveli,627424,347,246
Tamil Nadu,Tirunelveli,627425,2438,1849
Tamil Nadu,Tirunelveli,627426,1055,1113
Tamil Nadu,Tirunelveli,627427,8,15
Tamil Nadu,Tirunelveli,627428,72,21
Tamil Nadu,Tirunelveli,627451,293,289
Tamil Nadu,Tirunelveli,627452,202,256
Tamil Nadu,Tirunelveli,627453,539,477
Tamil Nadu,Tirunelveli,627501,936,1216
Tamil Nadu,Tirunelveli,627502,405,567
Tamil Nadu,Tirunelveli,627551,3,8
Tamil Nadu,Tirunelveli,627601,532,847
Tamil Nadu,Tirunelveli,627602,758,786
Tamil Nadu,Tirunelveli,627603,86,89
Tamil Nadu,Tirunelveli,627604,545,644
Tamil Nadu,Tirunelveli,627651,856,817
Tamil Nadu,Tirunelveli,627652,280,401
Tamil Nadu,Tirunelveli,627654,202,463
Tamil Nadu,Tirunelveli,627657,1428,1826
Tamil Nadu,Tirunelveli,627659,85,246
Tamil Nadu,Tirunelveli,627713,105,87
Tamil Nadu,Tirunelveli,627719,1007,841
Tamil Nadu,Tirunelveli,627751,3854,3511
Tamil Nadu,Tirunelveli,627753,735,909
Tamil Nadu,Tirunelveli,627754,918,931
Tamil Nadu,Tirunelveli,627755,612,901
Tamil Nadu,Tirunelveli,627756,2390,3114
Tamil Nadu,Tirunelveli,627757,1880,1851
Tamil Nadu,Tirunelveli,627758,1222,2204
Tamil Nadu,Tirunelveli,627759,573,721
Tamil Nadu,Tirunelveli,627760,598,578
Tamil Nadu,Tirunelveli,627761,194,226
Tamil Nadu,Tirunelveli,627802,136,286
Tamil Nadu,Tirunelveli,627803,962,1162
Tamil Nadu,Tirunelveli,627804,539,519
Tamil Nadu,Tirunelveli,627805,390,630
Tamil Nadu,Tirunelveli,627806,1381,2238
Tamil Nadu,Tirunelveli,627807,329,625
Tamil Nadu,Tirunelveli,627808,1954,2810
Tamil Nadu,Tirunelveli,627809,1131,1416
Tamil Nadu,Tirunelveli,627810,160,198
Tamil Nadu,Tirunelveli,627811,1405,2469
Tamil Nadu,Tirunelveli,627812,478,862
Tamil Nadu,Tirunelveli,627813,607,935
Tamil Nadu,Tirunelveli,627814,812,1494
Tamil Nadu,Tirunelveli,627818,263,486
Tamil Nadu,Tirunelveli,627851,1941,2496
Tamil Nadu,Tirunelveli,627852,613,640
Tamil Nadu,Tirunelveli,627853,976,1197
Tamil Nadu,Tirunelveli,627854,809,932
Tamil Nadu,Tirunelveli,627855,2569,2224
Tamil Nadu,Tirunelveli,627856,694,548
Tamil Nadu,Tirunelveli,627857,916,1091
Tamil Nadu,Tirunelveli,627858,233,344
Tamil Nadu,Tirunelveli,627859,1542,1608
Tamil Nadu,Tirunelveli,627860,989,783
Tamil Nadu,Tirunelveli,627861,1159,1013
Tamil Nadu,Tirunelveli,627862,907,1123
Tamil Nadu,Tirunelveli,627951,1507,1852
Tamil Nadu,Tirunelveli,627953,1328,1762
Tamil Nadu,Tirunelveli,628502,5,1
Tamil Nadu,Tirunelveli,628552,325,312
Tamil Nadu,Tirunelveli,628622,10,8
Tamil Nadu,Tirunelveli,628809,19,12
Tamil Nadu,Tirunelveli,628952,2,0
Tamil Nadu,Tirupathur,635751,46,9
Tamil Nadu,Tirupathur,635852,4,0
Tamil Nadu,Tirupattur,635601,522,232
Tamil Nadu,Tirupattur,635602,374,174
Tamil Nadu,Tirupattur,635651,483,191
Tamil Nadu,Tirupattur,635652,176,86
Tamil Nadu,Tirupattur,635653,474,139
Tamil Nadu,Tirupattur,635654,69,25
Tamil Nadu,Tirupattur,635655,192,62
Tamil Nadu,Tirupattur,635701,193,75
Tamil Nadu,Tirupattur,635702,165,57
Tamil Nadu,Tirupattur,635710,189,54
Tamil Nadu,Tirupattur,635751,1013,285
Tamil Nadu,Tirupattur,635752,395,138
Tamil Nadu,Tirupattur,635754,475,116
Tamil Nadu,Tirupattur,635801,344,91
Tamil Nadu,Tirupattur,635802,1242,446
Tamil Nadu,Tirupattur,635804,31,7
Tamil Nadu,Tirupattur,635807,95,28
Tamil Nadu,Tirupattur,635808,176,33
Tamil Nadu,Tirupattur,635811,289,111
Tamil Nadu,Tirupattur,635812,29,10
Tamil Nadu,Tirupattur,635814,296,54
Tamil Nadu,Tirupattur,635815,134,34
Tamil Nadu,Tirupattur,635851,456,183
Tamil Nadu,Tirupattur,635852,332,200
Tamil Nadu,Tirupattur,635853,139,51
Tamil Nadu,Tirupattur,635854,369,150
Tamil Nadu,Tirupattur,635901,313,114
Tamil Nadu,Tiruppur,638051,30,19
Tamil Nadu,Tiruppur,638056,265,632
Tamil Nadu,Tiruppur,638103,1547,2381
Tamil Nadu,Tiruppur,638105,680,674
Tamil Nadu,Tiruppur,638106,837,1303
Tamil Nadu,Tiruppur,638108,440,380
Tamil Nadu,Tiruppur,638110,73,88
Tamil Nadu,Tiruppur,638111,2006,3051
Tamil Nadu,Tiruppur,638402,5,1
Tamil Nadu,Tiruppur,638459,68,111
Tamil Nadu,Tiruppur,638460,236,221
Tamil Nadu,Tiruppur,638462,29,46
Tamil Nadu,Tiruppur,638656,1263,1741
Tamil Nadu,Tiruppur,638657,1335,2091
Tamil Nadu,Tiruppur,638660,475,642
Tamil Nadu,Tiruppur,638661,646,778
Tamil Nadu,Tiruppur,638672,372,483
Tamil Nadu,Tiruppur,638673,743,1237
Tamil Nadu,Tiruppur,638701,2546,2437
Tamil Nadu,Tiruppur,638702,743,1795
Tamil Nadu,Tiruppur,638703,228,512
Tamil Nadu,Tiruppur,638706,196,341
Tamil Nadu,Tiruppur,638751,616,650
Tamil Nadu,Tiruppur,638752,559,830
Tamil Nadu,Tiruppur,638812,377,747
Tamil Nadu,Tiruppur,639201,108,120
Tamil Nadu,Tiruppur,639202,160,264
Tamil Nadu,Tiruppur,639204,4,9
Tamil Nadu,Tiruppur,641016,1,3
Tamil Nadu,Tiruppur,641062,0,2
Tamil Nadu,Tiruppur,641103,4,8
Tamil Nadu,Tiruppur,641107,1,0
Tamil Nadu,Tiruppur,641201,1,0
Tamil Nadu,Tiruppur,641302,1,0
Tamil Nadu,Tiruppur,641401,37,41
Tamil Nadu,Tiruppur,641402,2,0
Tamil Nadu,Tiruppur,641407,1,2
Tamil Nadu,Tiruppur,641601,788,870
Tamil Nadu,Tiruppur,641602,3663,3592
Tamil Nadu,Tiruppur,641603,4319,3504
Tamil Nadu,Tiruppur,641604,5085,4886
Tamil Nadu,Tiruppur,641605,2856,2828
Tamil Nadu,Tiruppur,641606,2606,2280
Tamil Nadu,Tiruppur,641607,2753,2954
Tamil Nadu,Tiruppur,641652,2622,2234
Tamil Nadu,Tiruppur,641653,2,1
Tamil Nadu,Tiruppur,641654,2902,3336
Tamil Nadu,Tiruppur,641655,935,1223
Tamil Nadu,Tiruppur,641658,474,578
Tamil Nadu,Tiruppur,641659,2,1
Tamil Nadu,Tiruppur,641662,969,1402
Tamil Nadu,Tiruppur,641663,1986,2111
Tamil Nadu,Tiruppur,641664,3302,4054
Tamil Nadu,Tiruppur,641665,917,985
Tamil Nadu,Tiruppur,641666,1787,2295
Tamil Nadu,Tiruppur,641667,505,694
Tamil Nadu,Tiruppur,641668,488,614
Tamil Nadu,Tiruppur,641669,10,12
Tamil Nadu,Tiruppur,641670,444,642
Tamil Nadu,Tiruppur,641671,271,392
Tamil Nadu,Tiruppur,641687,2331,1549
Tamil Nadu,Tiruppur,641697,0,1
Tamil Nadu,Tiruppur,642102,218,161
Tamil Nadu,Tiruppur,642111,207,196
Tamil Nadu,Tiruppur,642112,976,640
Tamil Nadu,Tiruppur,642113,707,675
Tamil Nadu,Tiruppur,642120,182,234
Tamil Nadu,Tiruppur,642122,567,381
Tamil Nadu,Tiruppur,642126,2017,1423
Tamil Nadu,Tiruppur,642128,434,389
Tamil Nadu,Tiruppur,642132,356,254
Tamil Nadu,Tiruppur,642133,0,1
Tamil Nadu,Tiruppur,642154,1492,1076
Tamil Nadu,Tiruppur,642201,685,917
Tamil Nadu,Tiruppur,642202,240,267
Tamil Nadu,Tiruppur,642203,1426,1379
Tamil Nadu,Tiruppur,642204,1189,1211
Tamil Nadu,Tiruppur,642205,794,696
Tamil Nadu,Tiruppur,642206,242,301
Tamil Nadu,Tiruppur,642207,823,686
Tamil Nadu,Tiruvallur,600019,6224,4523
Tamil Nadu,Tiruvallur,600037,2644,2789
Tamil Nadu,Tiruvallur,600049,662,1321
Tamil Nadu,Tiruvallur,600050,1810,1680
Tamil Nadu,Tiruvallur,600051,969,1163
Tamil Nadu,Tiruvallur,600052,3884,5216
Tamil Nadu,Tiruvallur,600053,5806,6086
Tamil Nadu,Tiruvallur,600054,2119,2045
Tamil Nadu,Tiruvallur,600055,1951,1784
Tamil Nadu,Tiruvallur,600056,3608,2459
Tamil Nadu,Tiruvallur,600057,2602,2324
Tamil Nadu,Tiruvallur,600058,579,654
Tamil Nadu,Tiruvallur,600060,1120,1235
Tamil Nadu,Tiruvallur,600062,4432,4173
Tamil Nadu,Tiruvallur,600065,95,68
Tamil Nadu,Tiruvallur,600066,1829,1713
Tamil Nadu,Tiruvallur,600067,1908,1387
Tamil Nadu,Tiruvallur,600068,1727,2187
Tamil Nadu,Tiruvallur,600071,2599,2707
Tamil Nadu,Tiruvallur,600072,2444,1976
Tamil Nadu,Tiruvallur,600076,489,578
Tamil Nadu,Tiruvallur,600077,4337,3801
Tamil Nadu,Tiruvallur,600080,785,965
Tamil Nadu,Tiruvallur,600087,1493,1901
Tamil Nadu,Tiruvallur,600089,1347,1126
Tamil Nadu,Tiruvallur,600095,2821,3257
Tamil Nadu,Tiruvallur,600098,188,152
Tamil Nadu,Tiruvallur,600099,4431,5086
Tamil Nadu,Tiruvallur,600101,1052,1056
Tamil Nadu,Tiruvallur,600103,1100,1226
Tamil Nadu,Tiruvallur,600107,1608,1545
Tamil Nadu,Tiruvallur,600109,486,409
Tamil Nadu,Tiruvallur,600110,946,1035
Tamil Nadu,Tiruvallur,600116,1937,2538
Tamil Nadu,Tiruvallur,600120,1166,798
Tamil Nadu,Tiruvallur,600123,796,653
Tamil Nadu,Tiruvallur,600124,1107,1037
Tamil Nadu,Tiruvallur,601101,816,599
Tamil Nadu,Tiruvallur,601102,1052,1252
Tamil Nadu,Tiruvallur,601103,1156,1253
Tamil Nadu,Tiruvallur,601201,3945,2413
Tamil Nadu,Tiruvallur,601202,991,647
Tamil Nadu,Tiruvallur,601203,2390,1670
Tamil Nadu,Tiruvallur,601204,2843,1666
Tamil Nadu,Tiruvallur,601205,1215,528
Tamil Nadu,Tiruvallur,601206,1045,573
Tamil Nadu,Tiruvallur,602001,2214,1855
Tamil Nadu,Tiruvallur,602002,1822,1584
Tamil Nadu,Tiruvallur,602003,595,487
Tamil Nadu,Tiruvallur,602021,1238,960
Tamil Nadu,Tiruvallur,602022,263,148
Tamil Nadu,Tiruvallur,602023,1128,959
Tamil Nadu,Tiruvallur,602024,4679,4266
Tamil Nadu,Tiruvallur,602025,1702,1108
Tamil Nadu,Tiruvallur,602026,1620,1030
Tamil Nadu,Tiruvallur,602027,192,261
Tamil Nadu,Tiruvallur,602028,189,183
Tamil Nadu,Tiruvallur,602105,335,283
Tamil Nadu,Tiruvallur,602106,2,0
Tamil Nadu,Tiruvallur,602108,404,276
Tamil Nadu,Tiruvallur,603403,1,0
Tamil Nadu,Tiruvallur,631201,467,257
Tamil Nadu,Tiruvallur,631202,886,402
Tamil Nadu,Tiruvallur,631203,2504,2802
Tamil Nadu,Tiruvallur,631204,786,472
Tamil Nadu,Tiruvallur,631205,1648,858
Tamil Nadu,Tiruvallur,631206,826,393
Tamil Nadu,Tiruvallur,631207,1107,741
Tamil Nadu,Tiruvallur,631208,1958,1545
Tamil Nadu,Tiruvallur,631209,2694,1530
Tamil Nadu,Tiruvallur,631210,1055,774
Tamil Nadu,Tiruvallur,631211,347,136
Tamil Nadu,Tiruvallur,631212,326,187
Tamil Nadu,Tiruvallur,631213,178,79
Tamil Nadu,Tiruvallur,631301,618,382
Tamil Nadu,Tiruvallur,631302,1128,873
Tamil Nadu,Tiruvallur,631303,778,376
Tamil Nadu,Tiruvallur,631304,599,247
Tamil Nadu,Tiruvallur,631402,991,1251
Tamil Nadu,Tiruvannamalai,604401,565,524
Tamil Nadu,Tiruvannamalai,604402,907,578
Tamil Nadu,Tiruvannamalai,604403,718,590
Tamil Nadu,Tiruvannamalai,604404,416,343
Tamil Nadu,Tiruvannamalai,604405,901,579
Tamil Nadu,Tiruvannamalai,604406,887,1612
Tamil Nadu,Tiruvannamalai,604407,2869,1548
Tamil Nadu,Tiruvannamalai,604408,2527,1860
Tamil Nadu,Tiruvannamalai,604409,592,289
Tamil Nadu,Tiruvannamalai,604410,1005,455
Tamil Nadu,Tiruvannamalai,604501,607,1111
Tamil Nadu,Tiruvannamalai,604502,446,391
Tamil Nadu,Tiruvannamalai,604503,984,730
Tamil Nadu,Tiruvannamalai,604504,891,518
Tamil Nadu,Tiruvannamalai,604505,558,456
Tamil Nadu,Tiruvannamalai,604601,1568,1005
Tamil Nadu,Tiruvannamalai,606601,4082,2616
Tamil Nadu,Tiruvannamalai,606603,1587,1114
Tamil Nadu,Tiruvannamalai,606604,1400,1086
Tamil Nadu,Tiruvannamalai,606611,1410,814
Tamil Nadu,Tiruvannamalai,606701,958,599
Tamil Nadu,Tiruvannamalai,606702,996,942
Tamil Nadu,Tiruvannamalai,606703,1386,1105
Tamil Nadu,Tiruvannamalai,606704,1842,987
Tamil Nadu,Tiruvannamalai,606705,960,807
Tamil Nadu,Tiruvannamalai,606706,1017,507
Tamil Nadu,Tiruvannamalai,606707,2001,1073
Tamil Nadu,Tiruvannamalai,606708,3328,2401
Tamil Nadu,Tiruvannamalai,606709,1793,1149
Tamil Nadu,Tiruvannamalai,606710,1160,617
Tamil Nadu,Tiruvannamalai,606751,1409,968
Tamil Nadu,Tiruvannamalai,606752,1443,627
Tamil Nadu,Tiruvannamalai,606753,2020,1258
Tamil Nadu,Tiruvannamalai,606754,1067,1430
Tamil Nadu,Tiruvannamalai,606755,1252,1040
Tamil Nadu,Tiruvannamalai,606801,1085,1037
Tamil Nadu,Tiruvannamalai,606802,955,767
Tamil Nadu,Tiruvannamalai,606803,3450,1983
Tamil Nadu,Tiruvannamalai,606804,1237,836
Tamil Nadu,Tiruvannamalai,606805,753,613
Tamil Nadu,Tiruvannamalai,606806,720,537
Tamil Nadu,Tiruvannamalai,606807,363,387
Tamil Nadu,Tiruvannamalai,606808,726,475
Tamil Nadu,Tiruvannamalai,606811,484,246
Tamil Nadu,Tiruvannamalai,606901,1120,850
Tamil Nadu,Tiruvannamalai,606902,1792,1732
Tamil Nadu,Tiruvannamalai,606903,1646,1068
Tamil Nadu,Tiruvannamalai,606904,1014,623
